bnds,year,height,lat_bnds,lon_bnds,tas,climatology
2.0,2052,2.0,0.5,180.625,279.10416,1.7799072
2.0,2053,2.0,0.5,180.625,279.33847,2.0142212
2.0,2054,2.0,0.5,180.625,279.13464,1.8103943
2.0,2055,2.0,0.5,180.625,279.27573,1.951477
2.0,2056,2.0,0.5,180.625,279.40656,2.082306
2.0,2057,2.0,0.5,180.625,279.58145,2.2572021
2.0,2058,2.0,0.5,180.625,279.242,1.9177551
2.0,2059,2.0,0.5,180.625,279.39322,2.0689697
2.0,2060,2.0,0.5,180.625,279.50772,2.1834717
2.0,2061,2.0,0.5,180.625,279.64682,2.3225708
2.0,2062,2.0,0.5,180.625,279.38535,2.0610962
2.0,2063,2.0,0.5,180.625,279.4185,2.0942383
2.0,2064,2.0,0.5,180.625,279.5149,2.1906433
2.0,2065,2.0,0.5,180.625,279.28427,1.960022
2.0,2066,2.0,0.5,180.625,279.33615,2.0119019
2.0,2067,2.0,0.5,180.625,279.5045,2.1802368
2.0,2068,2.0,0.5,180.625,279.47156,2.1473083
2.0,2069,2.0,0.5,180.625,279.45126,2.1270142
2.0,2070,2.0,0.5,180.625,279.37918,2.0549316
2.0,2071,2.0,0.5,180.625,279.32925,2.005005
2.0,2072,2.0,0.5,180.625,279.57388,2.2496338
2.0,2073,2.0,0.5,180.625,279.72818,2.4039307
2.0,2074,2.0,0.5,180.625,279.59143,2.2671814
2.0,2075,2.0,0.5,180.625,279.60452,2.2802734
2.0,2076,2.0,0.5,180.625,279.73956,2.4153137
2.0,2077,2.0,0.5,180.625,279.94516,2.6209106
2.0,2078,2.0,0.5,180.625,279.6718,2.3475647
2.0,2079,2.0,0.5,180.625,279.7876,2.4633484
2.0,2080,2.0,0.5,180.625,279.9653,2.6410522
2.0,2081,2.0,0.5,180.625,279.72177,2.397522
2.0,2082,2.0,0.5,180.625,279.94852,2.6242676
2.0,2083,2.0,0.5,180.625,279.97812,2.6538696
2.0,2084,2.0,0.5,180.625,279.72464,2.4003906
2.0,2085,2.0,0.5,180.625,279.83038,2.506134
2.0,2086,2.0,0.5,180.625,280.015,2.6907654
2.0,2087,2.0,0.5,180.625,279.64374,2.3194885
2.0,2088,2.0,0.5,180.625,279.80838,2.4841309
2.0,2089,2.0,0.5,180.625,280.0589,2.7346497
2.0,2090,2.0,0.5,180.625,280.02444,2.7001953
2.0,2091,2.0,0.5,180.625,279.72916,2.4049072
2.0,2092,2.0,0.5,180.625,279.82605,2.5018005
2.0,2093,2.0,0.5,180.625,279.77536,2.4511108
2.0,2094,2.0,0.5,180.625,279.93576,2.6115112
2.0,2095,2.0,0.5,180.625,280.2393,2.915039
2.0,2096,2.0,0.5,180.625,279.8371,2.512848
2.0,2097,2.0,0.5,180.625,279.962,2.6377563
2.0,2098,2.0,0.5,180.625,280.06366,2.7394104
2.0,2099,2.0,0.5,180.625,279.76102,2.4367676
2.0,2100,2.0,0.5,180.625,279.99762,2.6733704
