,date,value,new_cases,new_cases_smoothed
8206,2021-10-20,2493.429,3727.0,2493.429
8207,2021-10-21,2704.714,3648.0,2704.714
8208,2021-10-22,2869.0,3582.0,2869.0
8209,2021-10-23,3063.143,3756.0,3063.143
8210,2021-10-24,3260.571,3624.0,3260.571
8211,2021-10-25,3396.714,2850.0,3396.714
8212,2021-10-26,3508.0,3369.0,3508.0
8213,2021-10-27,3584.286,4261.0,3584.286
8214,2021-10-28,3670.0,4248.0,3670.0
8215,2021-10-29,3995.571,5861.0,3995.571
8216,2021-10-30,4330.714,6102.0,4330.714
8217,2021-10-31,4625.0,5684.0,4625.0
8218,2021-11-01,4864.0,4523.0,4864.0
8219,2021-11-02,5153.857,5398.0,5153.857
8220,2021-11-03,5474.571,6506.0,5474.571
8221,2021-11-04,6095.429,8594.0,6095.429
8222,2021-11-05,6599.286,9388.0,6599.286
8223,2021-11-06,7148.0,9943.0,7148.0
8224,2021-11-07,7558.0,8554.0,7558.0
8225,2021-11-08,8080.143,8178.0,8080.143
8226,2021-11-09,8410.714,7712.0,8410.714
8227,2021-11-10,9109.571,11398.0,9109.571
8228,2021-11-11,9592.571,11975.0,9592.571
8229,2021-11-12,9936.857,11798.0,9936.857
8230,2021-11-13,10395.286,13152.0,10395.286
8231,2021-11-14,10823.571,11552.0,10823.571
8232,2021-11-15,11353.714,11889.0,11353.714
8233,2021-11-16,11732.429,10363.0,11732.429
8234,2021-11-17,12163.571,14416.0,12163.571
8235,2021-11-18,12616.429,15145.0,12616.429
8236,2021-11-19,13189.429,15809.0,13189.429
8237,2021-11-20,13495.857,15297.0,13495.857
8238,2021-11-21,13851.571,14042.0,13851.571
