year,month,value
1868,5,-0.35
1868,6,-0.392
1868,7,-0.356
1868,8,-0.219
1868,9,-0.234
1868,10,-0.246
1868,11,-0.237
1868,12,-0.217
1869,1,-0.232
1869,2,-0.217
1869,3,-0.147
1869,4,-0.178
1869,5,-0.122
1869,6,-0.16
1869,7,-0.181
1869,8,-0.303
1869,9,-0.29
1869,10,-0.299
1869,11,-0.306
1869,12,-0.291
1870,1,-0.279
1870,2,-0.32
1870,3,-0.351
1870,4,-0.367
1870,5,-0.388
1870,6,-0.438
1870,7,-0.497
1870,8,-0.526
1870,9,-0.512
1870,10,-0.47
1870,11,-0.506
1870,12,-0.558
1871,1,-0.583
1871,2,-0.552
1871,3,-0.587
1871,4,-0.568
1871,5,-0.625
1871,6,-0.572
1871,7,-0.543
1871,8,-0.489
1871,9,-0.483
1871,10,-0.533
1871,11,-0.506
1871,12,-0.509
1872,1,-0.51
1872,2,-0.515
1872,3,-0.492
1872,4,-0.49
1872,5,-0.465
1872,6,-0.501
1872,7,-0.481
1872,8,-0.417
1872,9,-0.418
1872,10,-0.449
1872,11,-0.463
1872,12,-0.436
1873,1,-0.437
1873,2,-0.442
1873,3,-0.471
1873,4,-0.466
1873,5,-0.427
1873,6,-0.333
1873,7,-0.275
1873,8,-0.278
1873,9,-0.331
1873,10,-0.27
1873,11,-0.227
1873,12,-0.234
1874,1,-0.248
1874,2,-0.245
1874,3,-0.194
1874,4,-0.192
1874,5,-0.19
1874,6,-0.21
1874,7,-0.294
1874,8,-0.347
1874,9,-0.334
1874,10,-0.382
1874,11,-0.44
1874,12,-0.448
1875,1,-0.444
1875,2,-0.479
1875,3,-0.549
1875,4,-0.591
1875,5,-0.671
1875,6,-0.717
1875,7,-0.68
1875,8,-0.655
1875,9,-0.608
1875,10,-0.55
1875,11,-0.56
1875,12,-0.566
1876,1,-0.557
1876,2,-0.55
1876,3,-0.509
1876,4,-0.481
1876,5,-0.446
1876,6,-0.497
1876,7,-0.478
1876,8,-0.464
1876,9,-0.422
1876,10,-0.444
1876,11,-0.406
1876,12,-0.395
1877,1,-0.365
1877,2,-0.308
1877,3,-0.279
1877,4,-0.253
1877,5,-0.157
1877,6,-0.099
1877,7,-0.122
1877,8,-0.044
1877,9,0.07
1877,10,0.15
1877,11,0.142
1877,12,0.185
1878,1,0.203
1878,2,0.204
1878,3,0.206
1878,4,0.204
1878,5,0.218
1878,6,0.265
1878,7,0.299
1878,8,0.208
1878,9,0.067
1878,10,-0.031
1878,11,-0.048
1878,12,-0.097
1879,1,-0.152
1879,2,-0.225
1879,3,-0.284
1879,4,-0.28
1879,5,-0.358
1879,6,-0.429
1879,7,-0.474
1879,8,-0.542
1879,9,-0.587
1879,10,-0.611
1879,11,-0.595
1879,12,-0.602
1880,1,-0.612
1880,2,-0.578
1880,3,-0.583
1880,4,-0.634
1880,5,-0.606
1880,6,-0.551
1880,7,-0.495
1880,8,-0.436
1880,9,-0.39
1880,10,-0.315
1880,11,-0.301
1880,12,-0.336
1881,1,-0.333
1881,2,-0.327
1881,3,-0.301
1881,4,-0.288
1881,5,-0.329
1881,6,-0.321
1881,7,-0.269
1881,8,-0.214
1881,9,-0.215
1881,10,-0.271
1881,11,-0.299
1881,12,-0.29
1882,1,-0.325
1882,2,-0.334
1882,3,-0.328
1882,4,-0.359
1882,5,-0.382
1882,6,-0.47
1882,7,-0.596
1882,8,-0.705
1882,9,-0.705
1882,10,-0.704
1882,11,-0.707
1882,12,-0.659
1883,1,-0.635
1883,2,-0.67
1883,3,-0.7
1883,4,-0.656
1883,5,-0.662
1883,6,-0.568
1883,7,-0.513
1883,8,-0.455
1883,9,-0.542
1883,10,-0.582
1883,11,-0.638
1883,12,-0.703
1884,1,-0.734
1884,2,-0.724
1884,3,-0.733
1884,4,-0.773
1884,5,-0.754
1884,6,-0.773
1884,7,-0.861
1884,8,-0.888
1884,9,-0.824
1884,10,-0.803
1884,11,-0.768
1884,12,-0.755
1885,1,-0.719
1885,2,-0.72
1885,3,-0.706
1885,4,-0.683
1885,5,-0.666
1885,6,-0.613
1885,7,-0.588
1885,8,-0.63
1885,9,-0.667
1885,10,-0.627
1885,11,-0.613
1885,12,-0.604
1886,1,-0.589
1886,2,-0.59
1886,3,-0.579
1886,4,-0.597
1886,5,-0.608
1886,6,-0.628
1886,7,-0.673
1886,8,-0.646
1886,9,-0.62
1886,10,-0.63
1886,11,-0.625
1886,12,-0.624
1887,1,-0.639
1887,2,-0.659
1887,3,-0.647
1887,4,-0.637
1887,5,-0.607
1887,6,-0.656
1887,7,-0.573
1887,8,-0.571
1887,9,-0.585
1887,10,-0.582
1887,11,-0.593
1887,12,-0.592
1888,1,-0.577
1888,2,-0.536
1888,3,-0.535
1888,4,-0.495
1888,5,-0.477
1888,6,-0.439
1888,7,-0.445
1888,8,-0.328
1888,9,-0.25
1888,10,-0.188
1888,11,-0.145
1888,12,-0.105
1889,1,-0.105
1889,2,-0.113
1889,3,-0.128
1889,4,-0.162
1889,5,-0.228
1889,6,-0.247
1889,7,-0.247
1889,8,-0.337
1889,9,-0.43
1889,10,-0.496
1889,11,-0.559
1889,12,-0.602
1890,1,-0.623
1890,2,-0.639
1890,3,-0.64
1890,4,-0.605
1890,5,-0.61
1890,6,-0.623
1890,7,-0.637
1890,8,-0.687
1890,9,-0.64
1890,10,-0.651
1890,11,-0.619
1890,12,-0.616
1891,1,-0.619
1891,2,-0.601
1891,3,-0.587
1891,4,-0.627
1891,5,-0.613
1891,6,-0.553
1891,7,-0.527
1891,8,-0.453
1891,9,-0.493
1891,10,-0.498
1891,11,-0.508
1891,12,-0.475
1892,1,-0.478
1892,2,-0.483
1892,3,-0.488
1892,4,-0.443
1892,5,-0.463
1892,6,-0.526
1892,7,-0.647
1892,8,-0.738
1892,9,-0.684
1892,10,-0.651
1892,11,-0.645
1892,12,-0.659
1893,1,-0.624
1893,2,-0.619
1893,3,-0.611
1893,4,-0.621
1893,5,-0.544
1893,6,-0.529
1893,7,-0.432
1893,8,-0.335
1893,9,-0.327
1893,10,-0.354
1893,11,-0.335
1893,12,-0.353
1894,1,-0.372
1894,2,-0.365
1894,3,-0.378
1894,4,-0.375
1894,5,-0.405
1894,6,-0.399
1894,7,-0.431
1894,8,-0.494
1894,9,-0.53
1894,10,-0.486
1894,11,-0.49
1894,12,-0.472
1895,1,-0.467
1895,2,-0.466
1895,3,-0.451
1895,4,-0.454
1895,5,-0.424
1895,6,-0.401
1895,7,-0.315
1895,8,-0.259
1895,9,-0.29
1895,10,-0.361
1895,11,-0.364
1895,12,-0.343
1896,1,-0.333
1896,2,-0.324
1896,3,-0.321
1896,4,-0.291
1896,5,-0.332
1896,6,-0.345
1896,7,-0.378
1896,8,-0.402
1896,9,-0.398
1896,10,-0.32
1896,11,-0.277
1896,12,-0.282
1897,1,-0.283
1897,2,-0.284
1897,3,-0.276
1897,4,-0.293
1897,5,-0.261
1897,6,-0.265
1897,7,-0.194
1897,8,-0.201
1897,9,-0.248
1897,10,-0.283
1897,11,-0.332
1897,12,-0.323
1898,1,-0.339
1898,2,-0.349
1898,3,-0.365
1898,4,-0.405
1898,5,-0.426
1898,6,-0.409
1898,7,-0.425
1898,8,-0.424
1898,9,-0.35
1898,10,-0.309
1898,11,-0.287
1898,12,-0.32
1899,1,-0.309
1899,2,-0.291
1899,3,-0.258
1899,4,-0.211
1899,5,-0.119
1899,6,-0.155
1899,7,-0.24
1899,8,-0.179
1899,9,-0.111
1899,10,-0.121
1899,11,-0.09
1899,12,-0.057
1900,1,-0.056
1900,2,-0.052
1900,3,-0.065
1900,4,-0.037
1900,5,-0.1
1900,6,-0.044
1900,7,0.006
1900,8,0.005
1900,9,0.018
1900,10,0.045
1900,11,0.022
1900,12,0.024
1901,1,0.034
1901,2,0.036
1901,3,0.034
1901,4,-0.023
1901,5,-0.011
1901,6,-0.037
1901,7,0.002
1901,8,0.04
1901,9,-0.022
1901,10,-0.071
1901,11,-0.095
1901,12,-0.109
1902,1,-0.119
1902,2,-0.142
1902,3,-0.16
1902,4,-0.179
1902,5,-0.239
1902,6,-0.294
1902,7,-0.306
1902,8,-0.315
1902,9,-0.308
1902,10,-0.316
1902,11,-0.325
1902,12,-0.356
1903,1,-0.376
1903,2,-0.388
1903,3,-0.414
1903,4,-0.412
1903,5,-0.386
1903,6,-0.37
1903,7,-0.434
1903,8,-0.531
1903,9,-0.566
1903,10,-0.58
1903,11,-0.576
1903,12,-0.567
1904,1,-0.582
1904,2,-0.579
1904,3,-0.588
1904,4,-0.593
1904,5,-0.54
1904,6,-0.504
1904,7,-0.455
1904,8,-0.485
1904,9,-0.47
1904,10,-0.463
1904,11,-0.45
1904,12,-0.436
1905,1,-0.411
1905,2,-0.399
1905,3,-0.367
1905,4,-0.348
1905,5,-0.352
1905,6,-0.35
1905,7,-0.37
1905,8,-0.336
1905,9,-0.319
1905,10,-0.247
1905,11,-0.228
1905,12,-0.212
1906,1,-0.21
1906,2,-0.202
1906,3,-0.201
1906,4,-0.18
1906,5,-0.232
1906,6,-0.202
1906,7,-0.222
1906,8,-0.239
1906,9,-0.263
1906,10,-0.345
1906,11,-0.416
1906,12,-0.468
1907,1,-0.497
1907,2,-0.524
1907,3,-0.531
1907,4,-0.532
1907,5,-0.555
1907,6,-0.617
1907,7,-0.579
1907,8,-0.522
1907,9,-0.557
1907,10,-0.539
1907,11,-0.476
1907,12,-0.43
1908,1,-0.396
1908,2,-0.395
1908,3,-0.371
1908,4,-0.403
1908,5,-0.403
1908,6,-0.4
1908,7,-0.477
1908,8,-0.492
1908,9,-0.457
1908,10,-0.479
1908,11,-0.521
1908,12,-0.547
1909,1,-0.557
1909,2,-0.526
1909,3,-0.531
1909,4,-0.506
1909,5,-0.424
1909,6,-0.41
1909,7,-0.323
1909,8,-0.313
1909,9,-0.31
1909,10,-0.266
1909,11,-0.236
1909,12,-0.224
1910,1,-0.209
1910,2,-0.214
1910,3,-0.228
1910,4,-0.243
1910,5,-0.32
1910,6,-0.367
1910,7,-0.43
1910,8,-0.461
1910,9,-0.482
1910,10,-0.492
1910,11,-0.507
1910,12,-0.514
1911,1,-0.531
1911,2,-0.55
1911,3,-0.56
1911,4,-0.538
1911,5,-0.486
1911,6,-0.423
1911,7,-0.361
1911,8,-0.294
1911,9,-0.299
1911,10,-0.28
1911,11,-0.243
1911,12,-0.207
1912,1,-0.234
1912,2,-0.265
1912,3,-0.299
1912,4,-0.375
1912,5,-0.408
1912,6,-0.439
1912,7,-0.465
1912,8,-0.539
1912,9,-0.523
1912,10,-0.542
1912,11,-0.586
1912,12,-0.626
1913,1,-0.591
1913,2,-0.539
1913,3,-0.494
1913,4,-0.434
1913,5,-0.392
1913,6,-0.303
1913,7,-0.194
1913,8,-0.12
1913,9,-0.084
1913,10,-0.079
1913,11,-0.031
1913,12,0.011
1914,1,0.024
1914,2,0.024
1914,3,0.038
1914,4,0.068
1914,5,0.047
1914,6,0.005
1914,7,-0.086
1914,8,-0.084
1914,9,-0.07
1914,10,-0.019
1914,11,-0.006
1914,12,-0.024
1915,1,-0.017
1915,2,-0.017
1915,3,-0.025
1915,4,-0.062
1915,5,-0.028
1915,6,-0.032
1915,7,-0.008
1915,8,-0.031
1915,9,-0.055
1915,10,-0.108
1915,11,-0.15
1915,12,-0.183
1916,1,-0.214
1916,2,-0.228
1916,3,-0.239
1916,4,-0.234
1916,5,-0.285
1916,6,-0.389
1916,7,-0.427
1916,8,-0.485
1916,9,-0.52
1916,10,-0.541
1916,11,-0.587
1916,12,-0.59
1917,1,-0.575
1917,2,-0.584
1917,3,-0.584
1917,4,-0.624
1917,5,-0.605
1917,6,-0.61
1917,7,-0.627
1917,8,-0.613
1917,9,-0.581
1917,10,-0.596
1917,11,-0.59
1917,12,-0.585
1918,1,-0.605
1918,2,-0.611
1918,3,-0.598
1918,4,-0.526
1918,5,-0.537
1918,6,-0.492
1918,7,-0.471
1918,8,-0.443
1918,9,-0.451
1918,10,-0.383
1918,11,-0.345
1918,12,-0.321
1919,1,-0.297
1919,2,-0.267
1919,3,-0.26
1919,4,-0.266
1919,5,-0.284
1919,6,-0.251
1919,7,-0.196
1919,8,-0.206
1919,9,-0.164
1919,10,-0.178
1919,11,-0.166
1919,12,-0.177
1920,1,-0.181
1920,2,-0.191
1920,3,-0.207
1920,4,-0.235
1920,5,-0.231
1920,6,-0.281
1920,7,-0.271
1920,8,-0.236
1920,9,-0.252
1920,10,-0.252
1920,11,-0.246
1920,12,-0.216
1921,1,-0.202
1921,2,-0.214
1921,3,-0.205
1921,4,-0.184
1921,5,-0.157
1921,6,-0.071
1921,7,-0.14
1921,8,-0.204
1921,9,-0.194
1921,10,-0.186
1921,11,-0.197
1921,12,-0.207
1922,1,-0.222
1922,2,-0.22
1922,3,-0.231
1922,4,-0.25
1922,5,-0.235
1922,6,-0.235
1922,7,-0.202
1922,8,-0.187
1922,9,-0.212
1922,10,-0.264
1922,11,-0.283
1922,12,-0.289
1923,1,-0.314
1923,2,-0.312
1923,3,-0.303
1923,4,-0.267
1923,5,-0.241
1923,6,-0.222
1923,7,-0.24
1923,8,-0.212
1923,9,-0.172
1923,10,-0.157
1923,11,-0.132
1923,12,-0.129
1924,1,-0.102
1924,2,-0.098
1924,3,-0.092
1924,4,-0.118
1924,5,-0.116
1924,6,-0.152
1924,7,-0.156
1924,8,-0.175
1924,9,-0.2
1924,10,-0.163
1924,11,-0.175
1924,12,-0.196
1925,1,-0.217
1925,2,-0.206
1925,3,-0.203
1925,4,-0.204
1925,5,-0.207
1925,6,-0.133
1925,7,-0.035
1925,8,0.05
1925,9,0.11
1925,10,0.093
1925,11,0.083
1925,12,0.097
1926,1,0.105
1926,2,0.112
1926,3,0.121
1926,4,0.151
1926,5,0.145
1926,6,0.057
1926,7,-0.039
1926,8,-0.1
1926,9,-0.197
1926,10,-0.21
1926,11,-0.191
1926,12,-0.191
1927,1,-0.179
1927,2,-0.192
1927,3,-0.179
1927,4,-0.151
1927,5,-0.149
1927,6,-0.159
1927,7,-0.103
1927,8,-0.073
1927,9,-0.048
1927,10,-0.034
1927,11,-0.034
1927,12,-0.049
1928,1,-0.05
1928,2,-0.049
1928,3,-0.068
1928,4,-0.104
1928,5,-0.104
1928,6,-0.051
1928,7,-0.133
1928,8,-0.234
1928,9,-0.223
1928,10,-0.238
1928,11,-0.26
1928,12,-0.276
1929,1,-0.306
1929,2,-0.312
1929,3,-0.331
1929,4,-0.334
1929,5,-0.351
1929,6,-0.463
1929,7,-0.437
1929,8,-0.357
1929,9,-0.323
1929,10,-0.319
1929,11,-0.307
1929,12,-0.274
1930,1,-0.232
1930,2,-0.21
1930,3,-0.205
1930,4,-0.22
1930,5,-0.186
1930,6,-0.081
1930,7,-0.053
1930,8,-0.087
1930,9,-0.109
1930,10,-0.109
1930,11,-0.114
1930,12,-0.093
1931,1,-0.082
1931,2,-0.065
1931,3,-0.029
1931,4,0.028
1931,5,0.002
1931,6,0.019
1931,7,0.094
1931,8,0.115
1931,9,0.088
1931,10,0.139
1931,11,0.159
1931,12,0.143
1932,1,0.127
1932,2,0.096
1932,3,0.098
1932,4,0.077
1932,5,0.047
1932,6,0.005
1932,7,-0.116
1932,8,-0.143
1932,9,-0.151
1932,10,-0.205
1932,11,-0.22
1932,12,-0.241
1933,1,-0.251
1933,2,-0.248
1933,3,-0.286
1933,4,-0.322
1933,5,-0.323
1933,6,-0.354
1933,7,-0.33
1933,8,-0.244
1933,9,-0.251
1933,10,-0.26
1933,11,-0.222
1933,12,-0.198
1934,1,-0.19
1934,2,-0.19
1934,3,-0.199
1934,4,-0.183
1934,5,-0.143
1934,6,-0.074
1934,7,-0.098
1934,8,-0.063
1934,9,-0.012
1934,10,-0.033
1934,11,-0.084
1934,12,-0.094
1935,1,-0.097
1935,2,-0.097
1935,3,-0.077
1935,4,-0.072
1935,5,-0.149
1935,6,-0.195
1935,7,-0.19
1935,8,-0.324
1935,9,-0.356
1935,10,-0.325
1935,11,-0.296
1935,12,-0.29
1936,1,-0.265
1936,2,-0.258
1936,3,-0.257
1936,4,-0.259
1936,5,-0.195
1936,6,-0.154
1936,7,-0.136
1936,8,-0.049
1936,9,-0.062
1936,10,-0.06
1936,11,-0.047
1936,12,-0.026
1937,1,-0.047
1937,2,-0.034
1937,3,-0.003
1937,4,0.018
1937,5,0.029
1937,6,-0.008
1937,7,0.029
1937,8,0.019
1937,9,0.086
1937,10,0.151
1937,11,0.157
1937,12,0.134
1938,1,0.141
1938,2,0.139
1938,3,0.142
1938,4,0.148
1938,5,0.165
1938,6,0.169
1938,7,0.174
1938,8,0.161
1938,9,0.101
1938,10,0.053
1938,11,0.058
1938,12,0.078
1939,1,0.074
1939,2,0.073
1939,3,0.035
1939,4,-0.011
1939,5,-0.041
1939,6,0.079
1939,7,0.028
1939,8,0.04
1939,9,0.077
1939,10,0.109
1939,11,0.092
1939,12,0.094
1940,1,0.111
1940,2,0.104
1940,3,0.132
1940,4,0.152
1940,5,0.144
1940,6,0.075
1940,7,0.109
1940,8,0.128
1940,9,0.112
1940,10,0.097
1940,11,0.11
1940,12,0.113
1941,1,0.119
1941,2,0.133
1941,3,0.094
1941,4,0.113
1941,5,0.101
1941,6,0.064
1941,7,0.093
1941,8,0.03
1941,9,0.037
1941,10,0.027
1941,11,0.014
1941,12,0.009
1942,1,-0.029
1942,2,-0.05
1942,3,-0.022
1942,4,-0.028
1942,5,0.009
1942,6,0.029
1942,7,-0.03
1942,8,0.026
1942,9,0.012
1942,10,0.031
1942,11,0.044
1942,12,0.01
1943,1,0.029
1943,2,0.03
1943,3,0.025
1943,4,0.048
1943,5,0.037
1943,6,0.063
1943,7,0.159
1943,8,0.162
1943,9,0.195
1943,10,0.176
1943,11,0.166
1943,12,0.192
1944,1,0.193
1944,2,0.215
1944,3,0.245
1944,4,0.236
1944,5,0.222
1944,6,0.157
1944,7,0.074
1944,8,-0.002
1944,9,-0.03
1944,10,-0.009
1944,11,-0.032
1944,12,-0.044
1945,1,-0.065
1945,2,-0.044
1945,3,-0.063
1945,4,-0.082
1945,5,-0.083
1945,6,-0.108
1945,7,-0.069
1945,8,-0.002
1945,9,0.0
1945,10,0.014
1945,11,0.037
1945,12,0.035
1946,1,0.051
1946,2,0.011
1946,3,-0.001
1946,4,-0.025
1946,5,-0.01
1946,6,-0.008
1946,7,-0.038
1946,8,-0.052
1946,9,-0.005
1946,10,-0.017
1946,11,-0.02
1946,12,-0.008
1947,1,-0.012
1947,2,-0.01
1947,3,-0.001
1947,4,0.06
1947,5,0.075
1947,6,0.116
1947,7,0.178
1947,8,0.171
1947,9,0.1
1947,10,0.084
1947,11,0.099
1947,12,0.118
1948,1,0.123
1948,2,0.127
1948,3,0.125
1948,4,0.088
1948,5,0.07
1948,6,0.057
1948,7,0.046
1948,8,0.008
1948,9,0.018
1948,10,0.006
1948,11,-0.012
1948,12,-0.048
1949,1,-0.067
1949,2,-0.072
1949,3,-0.089
1949,4,-0.093
1949,5,-0.098
1949,6,-0.101
1949,7,-0.202
1949,8,-0.204
1949,9,-0.188
1949,10,-0.207
1949,11,-0.208
1949,12,-0.194
1950,1,-0.198
1950,2,-0.228
1950,3,-0.225
1950,4,-0.256
1950,5,-0.316
1950,6,-0.308
1950,7,-0.296
1950,8,-0.327
1950,9,-0.34
1950,10,-0.318
1950,11,-0.302
1950,12,-0.313
1951,1,-0.301
1951,2,-0.253
1951,3,-0.224
1951,4,-0.18
1951,5,-0.112
1951,6,-0.048
1951,7,0.027
1951,8,0.113
1951,9,0.102
1951,10,0.111
1951,11,0.1
1951,12,0.119
1952,1,0.142
1952,2,0.139
1952,3,0.134
1952,4,0.09
1952,5,0.025
1952,6,-0.029
1952,7,-0.036
1952,8,-0.016
1952,9,0.047
1952,10,0.081
1952,11,0.094
1952,12,0.107
1953,1,0.093
1953,2,0.1
1953,3,0.095
1953,4,0.132
1953,5,0.172
1953,6,0.199
1953,7,0.123
1953,8,0.077
1953,9,0.027
1953,10,-0.032
1953,11,-0.072
1953,12,-0.091
1954,1,-0.103
1954,2,-0.12
1954,3,-0.129
1954,4,-0.13
1954,5,-0.074
1954,6,-0.109
1954,7,0.005
1954,8,0.012
1954,9,-0.032
1954,10,-0.036
1954,11,-0.021
1954,12,-0.009
1955,1,-0.007
1955,2,0.029
1955,3,0.016
1955,4,0.029
1955,5,-0.022
1955,6,-0.044
1955,7,-0.121
1955,8,-0.152
1955,9,-0.126
1955,10,-0.142
1955,11,-0.183
1955,12,-0.213
1956,1,-0.219
1956,2,-0.311
1956,3,-0.325
1956,4,-0.392
1956,5,-0.411
1956,6,-0.389
1956,7,-0.392
1956,8,-0.367
1956,9,-0.359
1956,10,-0.331
1956,11,-0.288
1956,12,-0.248
1957,1,-0.255
1957,2,-0.192
1957,3,-0.156
1957,4,-0.117
1957,5,-0.066
1957,6,-0.005
1957,7,0.087
1957,8,0.134
1957,9,0.171
1957,10,0.193
1957,11,0.218
1957,12,0.175
1958,1,0.201
1958,2,0.169
1958,3,0.137
1958,4,0.135
1958,5,0.127
1958,6,0.086
1958,7,0.038
1958,8,0.012
1958,9,0.049
1958,10,0.076
1958,11,0.063
1958,12,0.099
1959,1,0.105
1959,2,0.131
1959,3,0.141
1959,4,0.125
1959,5,0.083
1959,6,0.079
1959,7,0.058
1959,8,0.096
1959,9,-0.038
1959,10,-0.101
1959,11,-0.141
1959,12,-0.154
1960,1,-0.177
1960,2,-0.181
1960,3,-0.169
1960,4,-0.144
1960,5,-0.138
1960,6,-0.098
1960,7,-0.079
1960,8,-0.088
1960,9,0.017
1960,10,0.063
1960,11,0.124
1960,12,0.145
1961,1,0.155
1961,2,0.158
1961,3,0.169
1961,4,0.156
1961,5,0.187
1961,6,0.122
1961,7,0.126
1961,8,0.123
1961,9,0.122
1961,10,0.115
1961,11,0.074
1961,12,0.054
1962,1,0.045
1962,2,0.032
1962,3,0.012
1962,4,0.022
1962,5,0.026
1962,6,0.06
1962,7,0.053
1962,8,0.084
1962,9,0.048
1962,10,0.018
1962,11,0.012
1962,12,0.008
1963,1,0.033
1963,2,0.085
1963,3,0.134
1963,4,0.174
1963,5,0.196
1963,6,0.183
1963,7,0.176
1963,8,0.093
1963,9,0.07
1963,10,0.045
1963,11,0.034
1963,12,0.042
1964,1,0.026
1964,2,-0.03
1964,3,-0.112
1964,4,-0.206
1964,5,-0.253
1964,6,-0.28
1964,7,-0.277
1964,8,-0.278
1964,9,-0.249
1964,10,-0.24
1964,11,-0.216
1964,12,-0.231
1965,1,-0.251
1965,2,-0.237
1965,3,-0.227
1965,4,-0.167
1965,5,-0.175
1965,6,-0.145
1965,7,-0.175
1965,8,-0.153
1965,9,-0.121
1965,10,-0.105
1965,11,-0.104
1965,12,-0.085
1966,1,-0.04
1966,2,-0.044
1966,3,-0.007
1966,4,-0.039
1966,5,-0.029
1966,6,-0.061
1966,7,-0.041
1966,8,-0.07
1966,9,-0.079
1966,10,-0.057
1966,11,-0.022
1966,12,-0.05
1967,1,-0.07
1967,2,-0.072
1967,3,-0.078
1967,4,-0.02
1967,5,-0.003
1967,6,0.041
1967,7,0.01
1967,8,0.035
1967,9,0.094
1967,10,0.097
1967,11,0.044
1967,12,0.049
1968,1,0.014
1968,2,-0.005
1968,3,-0.047
1968,4,-0.076
1968,5,-0.099
1968,6,-0.155
1968,7,-0.188
1968,8,-0.254
1968,9,-0.345
1968,10,-0.335
1968,11,-0.304
1968,12,-0.284
1969,1,-0.262
1969,2,-0.233
1969,3,-0.196
1969,4,-0.194
1969,5,-0.151
1969,6,-0.071
1969,7,0.001
1969,8,0.113
1969,9,0.134
1969,10,0.135
1969,11,0.122
1969,12,0.125
1970,1,0.142
1970,2,0.129
1970,3,0.152
1970,4,0.141
1970,5,0.111
1970,6,0.052
1970,7,0.064
1970,8,-0.01
1970,9,-0.033
1970,10,-0.056
1970,11,-0.056
1970,12,-0.089
1971,1,-0.11
1971,2,-0.092
1971,3,-0.105
1971,4,-0.103
1971,5,-0.082
1971,6,-0.051
1971,7,-0.142
1971,8,-0.166
1971,9,-0.149
1971,10,-0.148
1971,11,-0.151
1971,12,-0.12
1972,1,-0.112
1972,2,-0.087
1972,3,-0.105
1972,4,-0.11
1972,5,-0.152
1972,6,-0.158
1972,7,-0.06
1972,8,0.049
1972,9,0.103
1972,10,0.156
1972,11,0.207
1972,12,0.237
1973,1,0.255
1973,2,0.231
1973,3,0.251
1973,4,0.275
1973,5,0.313
1973,6,0.321
1973,7,0.258
1973,8,0.148
1973,9,0.092
1973,10,0.041
1973,11,-0.008
1973,12,-0.043
1974,1,-0.055
1974,2,-0.043
1974,3,-0.076
1974,4,-0.116
1974,5,-0.146
1974,6,-0.172
1974,7,-0.107
1974,8,-0.036
1974,9,0.009
1974,10,0.03
1974,11,0.078
1974,12,0.09
1975,1,0.094
1975,2,0.05
1975,3,0.082
1975,4,0.1
1975,5,0.104
1975,6,0.117
1975,7,0.105
1975,8,0.077
1975,9,-0.022
1975,10,-0.047
1975,11,-0.114
1975,12,-0.152
1976,1,-0.164
1976,2,-0.16
1976,3,-0.178
1976,4,-0.244
1976,5,-0.263
1976,6,-0.262
1976,7,-0.293
1976,8,-0.255
1976,9,-0.154
1976,10,-0.107
1976,11,-0.036
1976,12,0.032
1977,1,0.071
1977,2,0.122
1977,3,0.121
1977,4,0.176
1977,5,0.249
1977,6,0.257
1977,7,0.276
1977,8,0.274
1977,9,0.265
1977,10,0.262
1977,11,0.229
1977,12,0.172
1978,1,0.148
1978,2,0.079
1978,3,0.093
1978,4,0.106
1978,5,0.09
1978,6,0.089
1978,7,0.084
1978,8,0.031
1978,9,0.016
1978,10,-0.012
1978,11,-0.034
1978,12,-0.016
1979,1,-0.041
1979,2,0.004
1979,3,0.02
1979,4,0.038
1979,5,0.032
1979,6,0.101
1979,7,0.125
1979,8,0.194
1979,9,0.186
1979,10,0.223
1979,11,0.277
1979,12,0.29
1980,1,0.347
1980,2,0.377
1980,3,0.383
1980,4,0.383
1980,5,0.416
1980,6,0.369
1980,7,0.439
1980,8,0.47
1980,9,0.541
1980,10,0.541
1980,11,0.519
1980,12,0.535
1981,1,0.533
1981,2,0.562
1981,3,0.552
1981,4,0.536
1981,5,0.499
1981,6,0.543
1981,7,0.438
1981,8,0.378
1981,9,0.269
1981,10,0.233
1981,11,0.22
1981,12,0.18
1982,1,0.167
1982,2,0.105
1982,3,0.092
1982,4,0.082
1982,5,0.059
1982,6,0.044
1982,7,0.118
1982,8,0.162
1982,9,0.228
1982,10,0.248
1982,11,0.28
1982,12,0.297
1983,1,0.285
1983,2,0.327
1983,3,0.382
1983,4,0.404
1983,5,0.47
1983,6,0.429
1983,7,0.387
1983,8,0.324
1983,9,0.323
1983,10,0.3
1983,11,0.321
1983,12,0.311
1984,1,0.312
1984,2,0.281
1984,3,0.224
1984,4,0.214
1984,5,0.137
1984,6,0.079
1984,7,0.087
1984,8,0.055
1984,9,0.035
1984,10,0.052
1984,11,0.005
1984,12,0.025
1985,1,-0.012
1985,2,-0.002
1985,3,-0.009
1985,4,-0.01
1985,5,0.003
1985,6,0.059
1985,7,0.083
1985,8,0.192
1985,9,0.222
1985,10,0.242
1985,11,0.256
1985,12,0.241
1986,1,0.268
1986,2,0.262
1986,3,0.254
1986,4,0.253
1986,5,0.25
1986,6,0.247
1986,7,0.233
1986,8,0.246
1986,9,0.204
1986,10,0.182
1986,11,0.176
1986,12,0.218
1987,1,0.267
1987,2,0.261
1987,3,0.313
1987,4,0.337
1987,5,0.346
1987,6,0.405
1987,7,0.432
1987,8,0.372
1987,9,0.425
1987,10,0.459
1987,11,0.487
1987,12,0.5
1988,1,0.491
1988,2,0.543
1988,3,0.563
1988,4,0.594
1988,5,0.614
1988,6,0.605
1988,7,0.542
