date,close,inflated
1925-03-27 00:00:00,117.48,1659.2955918367347
1925-03-30 00:00:00,115.0,1679.7288877551018
1925-03-31 00:00:00,116.75,1676.3699897959184
1925-04-01 00:00:00,118.07,1684.7672346938775
1925-04-02 00:00:00,117.61,1705.7603469387752
1925-04-03 00:00:00,117.4,1688.6859489795916
1925-04-06 00:00:00,119.43,1700.1621836734694
1925-04-07 00:00:00,118.78,1693.444387755102
1925-04-08 00:00:00,118.9,1694.564020408163
1925-04-09 00:00:00,119.06,1684.207418367347
1925-04-10 00:00:00,,1683.6476020408163
1925-04-13 00:00:00,120.18,1662.6544897959182
1925-04-14 00:00:00,121.54,1662.6544897959182
1925-04-15 00:00:00,121.11,1666.5732040816326
1925-04-16 00:00:00,120.67,1661.8147653061224
1925-04-17 00:00:00,121.41,1675.8101734693876
1925-04-20 00:00:00,121.23,1670.2120102040815
1925-04-21 00:00:00,119.53,1666.013387755102
1925-04-22 00:00:00,120.52,1655.9366938775509
1925-04-23 00:00:00,120.82,1634.6636734693875
1925-04-24 00:00:00,119.74,1626.5463367346938
1925-04-27 00:00:00,119.46,1607.5125816326529
1925-04-28 00:00:00,120.0,1610.5915714285713
1925-04-29 00:00:00,120.4,1649.536319587629
1925-04-30 00:00:00,120.01,1643.597649484536
1925-05-01 00:00:00,121.1,1656.3233711340208
1925-05-04 00:00:00,122.86,1641.0525051546394
1925-05-05 00:00:00,123.63,1647.273969072165
1925-05-06 00:00:00,124.32,1645.0116185567013
1925-05-07 00:00:00,125.16,1641.3352989690723
1925-05-08 00:00:00,124.74,1627.7611958762889
1925-05-11 00:00:00,124.14,1637.3761855670102
1925-05-12 00:00:00,124.45,1630.8719278350518
1925-05-13 00:00:00,124.21,1626.347226804124
1925-05-14 00:00:00,124.16,1633.1342783505156
1925-05-15 00:00:00,126.0,1630.8719278350518
1925-05-18 00:00:00,127.09,1637.9417731958765
1925-05-19 00:00:00,128.38,1636.8105979381446
1925-05-20 00:00:00,128.68,1646.9911752577323
1925-05-21 00:00:00,128.7,1646.9911752577323
1925-05-22 00:00:00,128.95,1651.51587628866
1925-05-25 00:00:00,127.78,1641.0525051546394
1925-05-26 00:00:00,128.43,1625.7816391752579
1925-05-27 00:00:00,129.13,1623.802082474227
1925-05-29 00:00:00,129.95,1584.5601122448977
1925-06-01 00:00:00,129.69,1572.2441530612246
1925-06-02 00:00:00,130.42,1551.5309489795918
1925-06-03 00:00:00,130.41,1539.2149897959184
1925-06-04 00:00:00,128.89,1542.2939795918367
1925-06-05 00:00:00,128.98,1515.4227959183672
1925-06-08 00:00:00,127.12,1483.2333571428571
1925-06-09 00:00:00,127.21,1478.7548265306123
1925-06-10 00:00:00,126.75,1522.9803163265306
1925-06-11 00:00:00,127.85,1529.1382959183672
1925-06-12 00:00:00,128.38,1529.1382959183672
1925-06-15 00:00:00,128.43,1536.136
1925-06-16 00:00:00,129.66,1555.449663265306
1925-06-17 00:00:00,129.8,1546.212693877551
1925-06-18 00:00:00,128.88,1536.136
1925-06-19 00:00:00,129.26,1524.0999489795918
1925-06-22 00:00:00,128.25,1542.2939795918367
1925-06-23 00:00:00,127.17,1545.6528775510203
1925-06-24 00:00:00,127.8,1536.4159081632654
1925-06-25 00:00:00,128.28,1531.6574693877549
1925-06-26 00:00:00,129.17,1535.5761836734694
1925-06-29 00:00:00,129.23,1531.1485454545455
1925-06-30 00:00:00,131.01,1539.4609696969696
1925-07-01 00:00:00,131.76,1539.1838888888888
1925-07-03 00:00:00,131.52,1535.858919191919
1925-07-06 00:00:00,132.31,1532.8110303030303
1925-07-07 00:00:00,132.7,1526.9923333333331
1925-07-08 00:00:00,133.07,1532.8110303030303
1925-07-09 00:00:00,131.83,1530.594383838384
1925-07-10 00:00:00,131.33,1526.9923333333331
1925-07-13 00:00:00,131.71,1530.594383838384
1925-07-14 00:00:00,132.95,1553.0379292929292
1925-07-15 00:00:00,133.4,1546.3879898989899
1925-07-16 00:00:00,133.5,1564.952404040404
1925-07-17 00:00:00,134.0,1586.5647070707068
1925-07-20 00:00:00,135.0,1585.1793030303031
1925-07-21 00:00:00,134.93,1579.9147676767677
1925-07-22 00:00:00,133.87,1596.5396161616159
1925-07-23 00:00:00,135.33,1590.4438383838383
1925-07-24 00:00:00,135.58,1604.8520404040403
1925-07-27 00:00:00,136.5,1602.0812323232321
1925-07-28 00:00:00,135.62,1595.1542121212121
1925-07-29 00:00:00,134.48,1592.9375656565658
1925-07-30 00:00:00,134.16,1587.3959494949495
1925-07-31 00:00:00,133.81,1598.4791818181818
1925-08-03 00:00:00,135.81,1613.995707070707
1925-08-04 00:00:00,136.38,1606.791606060606
1925-08-05 00:00:00,135.73,1613.995707070707
1925-08-06 00:00:00,135.71,1610.1165757575757
1925-08-07 00:00:00,137.4,1618.4289999999999
1925-08-10 00:00:00,137.41,1637.547575757576
1925-08-11 00:00:00,137.8,1642.8121111111109
1925-08-12 00:00:00,137.48,1633.1142828282827
1925-08-13 00:00:00,138.6,1613.7186262626262
1925-08-14 00:00:00,139.51,1620.9227272727273
1925-08-17 00:00:00,141.56,1623.1393737373737
1925-08-18 00:00:00,142.6,1631.4517979797981
1925-08-19 00:00:00,141.82,1626.7414242424243
1925-08-20 00:00:00,141.66,1625.35602020202
1925-08-21 00:00:00,142.63,1629.7893131313133
1925-08-24 00:00:00,142.76,1629.7893131313133
1925-08-25 00:00:00,143.18,1627.0185050505052
1925-08-26 00:00:00,141.88,1650.8474545454544
1925-08-27 00:00:00,141.54,1660.5452828282828
1925-08-31 00:00:00,141.18,1626.3839899999998
1925-09-01 00:00:00,139.78,1613.49142
1925-09-02 00:00:00,137.22,1612.9428
1925-09-03 00:00:00,139.91,1630.22433
1925-09-04 00:00:00,140.88,1635.43622
1925-09-07 00:00:00,,1637.6307000000002
1925-09-08 00:00:00,140.86,1650.2489600000001
1925-09-09 00:00:00,142.4,1651.07189
1925-09-10 00:00:00,143.83,1666.98187
1925-09-11 00:00:00,145.38,1663.96446
1925-09-14 00:00:00,146.63,1668.6277299999997
1925-09-15 00:00:00,143.89,1655.4608500000002
1925-09-16 00:00:00,145.87,1658.4782599999999
1925-09-17 00:00:00,146.46,1659.5755000000001
1925-09-18 00:00:00,147.16,1668.0791100000001
1925-09-21 00:00:00,146.11,1662.3186
1925-09-22 00:00:00,145.74,1650.5232700000001
1925-09-23 00:00:00,146.02,1651.62051
1925-09-24 00:00:00,143.98,1646.9572400000002
1925-09-25 00:00:00,145.56,1632.41881
1925-09-28 00:00:00,144.15,1615.1372800000001
1925-09-29 00:00:00,145.06,1623.36658
1925-09-30 00:00:00,143.46,1636.25915
1925-10-01 00:00:00,144.77,1623.36658
1925-10-02 00:00:00,146.13,1603.89057
1925-10-05 00:00:00,146.81,1605.26212
1925-10-06 00:00:00,145.11,1590.998
1925-10-07 00:00:00,145.6,1592.9181700000001
1925-10-08 00:00:00,146.75,1588.80352
1925-10-12 00:00:00,,1560.27528
1925-10-13 00:00:00,147.4,1564.38993
1925-10-14 00:00:00,148.96,1549.02857
1925-10-15 00:00:00,149.18,1554.78908
1925-10-16 00:00:00,149.56,1568.50458
1925-10-19 00:00:00,148.53,1599.50161
1925-10-20 00:00:00,150.29,1587.98059
1925-10-21 00:00:00,151.61,1575.36233
1925-10-22 00:00:00,152.13,1579.7512900000002
1925-10-23 00:00:00,153.29,1595.11265
1925-10-26 00:00:00,153.6,1586.33473
1925-10-27 00:00:00,152.92,1590.17507
1925-10-28 00:00:00,155.25,1579.47698
1925-10-29 00:00:00,154.88,1573.44216
1925-10-30 00:00:00,155.65,1546.9997623762376
1925-11-03 00:00:00,,1554.0612079207922
1925-11-04 00:00:00,158.05,1538.5803465346535
1925-11-05 00:00:00,157.67,1532.8768712871288
1925-11-06 00:00:00,159.39,1510.8777524752477
1925-11-09 00:00:00,157.43,1519.2971683168316
1925-11-10 00:00:00,151.6,1531.2473069306932
1925-11-11 00:00:00,154.18,1529.0745544554457
1925-11-12 00:00:00,155.47,1536.9507821782179
1925-11-13 00:00:00,157.76,1533.4200594059407
1925-11-16 00:00:00,153.11,1536.9507821782179
1925-11-17 00:00:00,153.48,1530.7041188118812
1925-11-18 00:00:00,150.35,1521.7415148514851
1925-11-19 00:00:00,152.27,1515.7664455445547
1925-11-20 00:00:00,152.45,1514.4084752475246
1925-11-23 00:00:00,148.6,1529.0745544554457
1925-11-24 00:00:00,148.18,1525.5438316831685
1925-11-26 00:00:00,,1516.3096336633664
1925-11-27 00:00:00,152.7,1522.69481
1925-11-30 00:00:00,151.08,1531.74704
1925-12-01 00:00:00,152.11,1543.8166800000001
1925-12-02 00:00:00,152.88,1547.3827099999999
1925-12-03 00:00:00,153.8,1545.18823
1925-12-04 00:00:00,154.6,1544.63961
1925-12-07 00:00:00,154.21,1526.53515
1925-12-08 00:00:00,153.84,1530.6498
1925-12-09 00:00:00,152.57,1532.56997
1925-12-10 00:00:00,153.71,1518.8544699999998
1925-12-11 00:00:00,154.21,1512.5453400000001
1925-12-14 00:00:00,154.7,1521.04895
1925-12-15 00:00:00,154.07,1522.69481
1925-12-16 00:00:00,152.88,1522.69481
1925-12-17 00:00:00,152.78,1541.6222000000002
1925-12-18 00:00:00,152.67,1568.50458
1925-12-21 00:00:00,152.35,1569.60182
1925-12-22 00:00:00,153.91,1574.26509
1925-12-24 00:00:00,,1584.41456
1925-12-25 00:00:00,,1577.00819
1925-12-28 00:00:00,156.87,1572.6192299999998
1925-12-29 00:00:00,155.83,1583.0430099999999
1925-12-31 00:00:00,156.66,1579.2026700000001
1926-01-01 00:00:00,,1587.43197
1926-01-04 00:00:00,158.75,1592.6438600000001
1926-01-05 00:00:00,157.6,1590.998
1926-01-06 00:00:00,158.0,1583.59163
1926-01-07 00:00:00,158.93,1588.80352
1926-01-08 00:00:00,158.76,1593.46679
1926-01-11 00:00:00,157.58,1600.05023
1926-01-12 00:00:00,157.39,1620.34917
1926-01-13 00:00:00,158.31,1626.6582999999998
1926-01-14 00:00:00,156.9,1623.9152
1926-01-15 00:00:00,155.1,1631.87019
1926-01-18 00:00:00,155.98,1628.0298500000001
1926-01-19 00:00:00,153.81,1646.13431
1926-01-20 00:00:00,155.04,1660.94705
1926-01-21 00:00:00,153.2,1661.7699799999998
1926-01-22 00:00:00,154.26,1665.3360100000002
1926-01-25 00:00:00,155.28,1661.4956699999998
1926-01-26 00:00:00,154.63,1650.2489600000001
1926-01-27 00:00:00,156.46,1642.29397
1926-01-28 00:00:00,157.2,1663.96446
1926-01-29 00:00:00,157.35,1675.5076464646463
1926-02-01 00:00:00,156.83,1688.5304444444441
1926-02-02 00:00:00,157.95,1682.7117474747474
1926-02-03 00:00:00,159.4,1681.6034242424241
1926-02-04 00:00:00,160.53,1671.3514343434342
1926-02-05 00:00:00,159.98,1673.291
1926-02-08 00:00:00,159.1,1671.628515151515
1926-02-09 00:00:00,160.31,1674.676404040404
1926-02-11 00:00:00,162.31,1681.6034242424241
1926-02-12 00:00:00,,1676.6159696969696
1926-02-15 00:00:00,158.3,1674.1222424242424
1926-02-16 00:00:00,158.88,1678.555535353535
1926-02-17 00:00:00,160.05,1677.724292929293
1926-02-18 00:00:00,161.09,1680.2180202020202
1926-02-22 00:00:00,,1671.3514343434342
1926-02-23 00:00:00,158.83,1650.293292929293
1926-02-24 00:00:00,158.55,1653.6182626262625
1926-02-25 00:00:00,156.54,1664.424414141414
1926-02-26 00:00:00,154.68,1657.497393939394
1926-03-01 00:00:00,150.9,1658.8827979797977
1926-03-02 00:00:00,147.06,1668.3035454545454
1926-03-03 00:00:00,144.44,1659.4369595959597
1926-03-04 00:00:00,150.76,1646.6912424242423
1926-03-05 00:00:00,150.4,1651.4016161616162
1926-03-08 00:00:00,150.1,1663.316090909091
1926-03-09 00:00:00,151.27,1655.834909090909
1926-03-10 00:00:00,153.13,1648.0766464646463
1926-03-11 00:00:00,153.0,1657.220313131313
1926-03-12 00:00:00,153.03,1658.0515555555555
1926-03-15 00:00:00,150.65,1670.7972727272727
1926-03-16 00:00:00,149.88,1670.7972727272727
1926-03-17 00:00:00,149.28,1675.5076464646463
1926-03-18 00:00:00,146.32,1693.5178989898989
1926-03-19 00:00:00,145.11,1688.5304444444441
1926-03-22 00:00:00,146.32,1686.8679595959595
1926-03-23 00:00:00,143.86,1676.061808080808
1926-03-24 00:00:00,140.31,1670.7972727272727
1926-03-25 00:00:00,140.81,1661.0994444444443
1926-03-26 00:00:00,141.76,1657.220313131313
1926-03-29 00:00:00,135.49,1672.4597575757577
1926-03-30 00:00:00,135.2,1690.9252142857142
1926-03-31 00:00:00,140.46,1690.9252142857142
1926-04-01 00:00:00,140.35,1683.6476020408163
1926-04-02 00:00:00,,1685.0471428571427
1926-04-05 00:00:00,141.08,1685.0471428571427
1926-04-06 00:00:00,142.43,1679.7288877551018
1926-04-07 00:00:00,141.97,1672.451275510204
1926-04-09 00:00:00,140.95,1661.8147653061224
1926-04-12 00:00:00,136.53,1651.7380714285712
1926-04-13 00:00:00,138.9,1640.541744897959
1926-04-14 00:00:00,136.36,1638.3024795918368
1926-04-15 00:00:00,137.08,1634.6636734693875
1926-04-16 00:00:00,136.27,1617.3093673469389
1926-04-19 00:00:00,136.91,1627.1061530612244
1926-04-20 00:00:00,137.47,1630.465051020408
1926-04-21 00:00:00,139.91,1614.2303775510204
1926-04-22 00:00:00,141.11,1589.5984591836732
1926-04-23 00:00:00,142.55,1595.75643877551
1926-04-26 00:00:00,142.93,1615.6299183673468
1926-04-27 00:00:00,143.15,1611.991112244898
1926-04-28 00:00:00,144.55,1622.3477142857143
1926-04-29 00:00:00,144.43,1626.1872626262625
1926-04-30 00:00:00,143.71,1621.4768888888889
1926-05-03 00:00:00,140.53,1621.4768888888889
1926-05-04 00:00:00,141.38,1619.2602424242425
1926-05-05 00:00:00,141.49,1620.9227272727273
1926-05-06 00:00:00,142.13,1606.791606060606
1926-05-07 00:00:00,140.1,1624.524777777778
1926-05-10 00:00:00,138.87,1625.9101818181819
1926-05-11 00:00:00,139.05,1624.8018585858586
1926-05-12 00:00:00,139.78,1645.0287575757575
1926-05-13 00:00:00,139.45,1646.4141616161617
1926-05-14 00:00:00,138.84,1651.4016161616162
1926-05-17 00:00:00,137.97,1657.497393939394
1926-05-18 00:00:00,137.53,1653.3411818181817
1926-05-19 00:00:00,137.16,1641.9808686868687
1926-05-20 00:00:00,138.66,1641.149626262626
1926-05-21 00:00:00,140.27,1648.9078888888887
1926-05-24 00:00:00,141.16,1649.1849696969698
1926-05-25 00:00:00,141.2,1655.557828282828
1926-05-26 00:00:00,141.64,1655.2807474747474
1926-05-27 00:00:00,142.43,1655.834909090909
1926-05-28 00:00:00,143.43,1643.6433535353535
1926-05-31 00:00:00,,1633.9455252525252
1926-06-01 00:00:00,142.3,1640.5954646464645
1926-06-02 00:00:00,143.55,1647.522484848485
1926-06-03 00:00:00,145.03,1648.0766464646463
1926-06-04 00:00:00,145.28,1657.220313131313
1926-06-07 00:00:00,145.56,1660.5452828282828
1926-06-08 00:00:00,145.4,1661.0994444444443
1926-06-09 00:00:00,145.56,1656.389070707071
1926-06-10 00:00:00,145.95,1659.4369595959597
1926-06-11 00:00:00,147.21,1653.3411818181817
1926-06-14 00:00:00,150.13,1649.7391313131313
1926-06-15 00:00:00,149.37,1644.7516767676768
1926-06-16 00:00:00,151.31,1649.1849696969698
1926-06-17 00:00:00,153.44,1650.8474545454544
1926-06-18 00:00:00,151.92,1655.834909090909
1926-06-21 00:00:00,154.03,1648.0766464646463
1926-06-22 00:00:00,153.54,1628.403909090909
1926-06-23 00:00:00,151.45,1609.5624141414141
1926-06-24 00:00:00,151.87,1625.0789393939392
1926-06-25 00:00:00,150.8,1623.9706161616161
1926-06-28 00:00:00,151.08,1637.270494949495
1926-06-29 00:00:00,152.61,1614.31435
1926-06-30 00:00:00,153.04,1620.34917
1926-07-01 00:00:00,153.01,1633.24174
1926-07-02 00:00:00,154.15,1635.71053
1926-07-05 00:00:00,,1639.8251800000003
1926-07-06 00:00:00,154.37,1643.66552
1926-07-07 00:00:00,155.05,1639.8251800000003
1926-07-08 00:00:00,155.66,1633.7903600000002
1926-07-09 00:00:00,153.74,1625.01244
1926-07-12 00:00:00,155.58,1629.95002
1926-07-13 00:00:00,156.83,1614.31435
1926-07-14 00:00:00,157.12,1616.23452
1926-07-15 00:00:00,155.84,1615.96021
1926-07-16 00:00:00,157.81,1615.96021
1926-07-19 00:00:00,158.94,1622.8179599999999
1926-07-20 00:00:00,157.63,1624.18951
1926-07-21 00:00:00,156.41,1618.15469
1926-07-22 00:00:00,155.58,1601.69609
1926-07-23 00:00:00,155.43,1588.80352
1926-07-26 00:00:00,155.71,1532.84428
1926-07-27 00:00:00,156.73,1541.6222000000002
1926-07-28 00:00:00,159.33,1435.18992
1926-12-10 00:00:00,159.61,1541.567881188119
1926-12-13 00:00:00,160.01,1495.668485148515
1926-12-14 00:00:00,160.65,1503.2731188118814
1926-12-15 00:00:00,160.63,1503.5447128712872
1926-12-16 00:00:00,159.32,1496.211673267327
1926-12-17 00:00:00,160.66,1479.1012475247526
1926-12-20 00:00:00,160.75,1478.014871287129
1926-12-21 00:00:00,160.46,1451.9418415841585
1926-12-22 00:00:00,160.29,1444.0656138613863
1926-12-24 00:00:00,160.46,1481.5455940594059
1926-12-27 00:00:00,159.32,1482.3603762376238
1926-12-28 00:00:00,157.19,1481.5455940594059
1926-12-29 00:00:00,157.5,1482.3603762376238
1926-12-31 00:00:00,157.2,1505.7174653465347
1927-01-03 00:00:00,155.16,1507.3470297029703
1927-01-04 00:00:00,155.53,1504.6310891089108
1927-01-05 00:00:00,155.54,1523.099485148515
1927-01-06 00:00:00,155.16,1535.864405940594
1927-01-07 00:00:00,155.53,1558.1351188118813
1927-01-10 00:00:00,156.56,1560.0362772277226
1927-01-11 00:00:00,155.68,1557.5919306930693
1927-01-12 00:00:00,155.5,1561.9374356435644
1927-01-13 00:00:00,155.45,1572.5296039603961
1927-01-14 00:00:00,154.91,1578.5046732673268
1927-01-17 00:00:00,153.91,1578.2330792079208
1927-01-18 00:00:00,154.11,1586.6524950495052
1927-01-19 00:00:00,155.53,1589.0968415841585
1927-01-20 00:00:00,155.16,1580.9490198019803
1927-01-21 00:00:00,155.51,1576.8751089108912
1927-01-24 00:00:00,154.43,1581.7638019801982
1927-01-25 00:00:00,152.73,1549.987297029703
1927-01-26 00:00:00,153.36,1554.8759900990099
1927-01-27 00:00:00,153.13,1535.5928118811883
1927-01-28 00:00:00,153.86,1524.88929
1927-01-31 00:00:00,156.41,1570.69906
1927-02-01 00:00:00,156.26,1560.8238999999999
1927-02-02 00:00:00,154.8,1558.90373
1927-02-03 00:00:00,154.94,1540.52496
1927-02-04 00:00:00,154.51,1544.63961
1927-02-07 00:00:00,154.31,1559.45235
1927-02-08 00:00:00,154.86,1564.9385499999999
1927-02-09 00:00:00,155.29,1586.33473
1927-02-11 00:00:00,156.05,1564.11562
1927-02-14 00:00:00,157.56,1553.69184
1927-02-15 00:00:00,157.61,1527.9067
1927-02-16 00:00:00,157.41,1523.24343
1927-02-17 00:00:00,157.97,1519.12878
1927-02-21 00:00:00,158.8,1492.2464
1927-02-22 00:00:00,,1487.30882
1927-02-23 00:00:00,160.43,1498.00691
1927-02-24 00:00:00,160.11,1509.25362
1927-02-25 00:00:00,160.68,1531.9797878787876
1927-02-28 00:00:00,161.96,1542.2317777777776
1927-03-01 00:00:00,161.42,1548.3275555555556
1927-03-02 00:00:00,159.07,1551.6525252525253
1927-03-03 00:00:00,160.89,1565.7836464646464
1927-03-04 00:00:00,159.68,1578.8064444444442
1927-03-07 00:00:00,158.62,1576.0356363636363
1927-03-08 00:00:00,158.84,1569.9398585858585
1927-03-09 00:00:00,159.86,1575.4814747474747
1927-03-10 00:00:00,160.87,1569.9398585858585
1927-03-11 00:00:00,160.18,1571.0481818181818
1927-03-14 00:00:00,161.43,1568.000292929293
1927-03-15 00:00:00,160.03,1570.2169393939396
1927-03-16 00:00:00,161.61,1567.4461313131314
1927-03-17 00:00:00,161.78,1578.8064444444442
1927-03-18 00:00:00,160.68,1609.8394949494948
1927-03-21 00:00:00,160.81,1637.547575757576
1927-03-22 00:00:00,158.41,1641.9808686868687
1927-03-23 00:00:00,158.85,1641.7037878787878
1927-03-24 00:00:00,160.3,1648.9078888888887
1927-03-25 00:00:00,160.21,1666.086898989899
1927-03-28 00:00:00,161.01,1698.5053535353532
1927-03-29 00:00:00,160.62,1685.4825555555553
1927-03-30 00:00:00,159.66,1674.6625499999998
1927-04-01 00:00:00,160.71,1708.67699
1927-04-04 00:00:00,161.7,1722.1181800000002
1927-04-05 00:00:00,162.68,1715.8090499999998
1927-04-06 00:00:00,162.69,1732.2676500000002
1927-04-07 00:00:00,162.5,1783.5636200000001
1927-04-08 00:00:00,162.52,1773.6884599999998
1927-04-11 00:00:00,163.61,1797.8277400000002
1927-04-12 00:00:00,163.38,1814.28634
1927-04-13 00:00:00,164.17,1849.39802
1927-04-14 00:00:00,164.78,1902.6141599999999
1927-04-15 00:00:00,,1861.4676599999998
1927-04-18 00:00:00,165.48,1882.86384
1927-04-19 00:00:00,165.93,1877.1033300000004
1927-04-20 00:00:00,166.1,1870.7942000000003
1927-04-21 00:00:00,166.66,1883.1381500000002
1927-04-22 00:00:00,167.36,1891.91607
1927-04-25 00:00:00,163.73,1889.9959000000003
1927-04-26 00:00:00,165.12,1926.2048200000002
1927-04-27 00:00:00,165.23,1946.22945
1927-04-28 00:00:00,163.53,1968.9971799999998
1927-04-29 00:00:00,164.64,1888.665089108911
1927-05-02 00:00:00,164.55,1889.7514653465346
1927-05-03 00:00:00,165.85,1834.074683168317
1927-05-04 00:00:00,168.05,1853.086267326733
1927-05-05 00:00:00,167.75,1768.8921089108908
1927-05-06 00:00:00,167.85,1685.5127326732672
1927-05-09 00:00:00,168.15,1755.5840000000003
1927-05-10 00:00:00,168.25,1750.695306930693
1927-05-11 00:00:00,167.58,1711.3141683168317
1927-05-12 00:00:00,167.06,1639.8849306930695
1927-05-13 00:00:00,168.15,1722.1779306930694
1927-05-16 00:00:00,166.68,1702.8947524752477
1927-05-17 00:00:00,168.09,1713.2153267326732
1927-05-18 00:00:00,168.98,1729.5109702970296
1927-05-19 00:00:00,170.29,1762.1022574257424
1927-05-20 00:00:00,171.75,1777.854712871287
1927-05-23 00:00:00,171.67,1759.6579108910892
1927-05-24 00:00:00,171.06,1749.6089306930696
1927-05-25 00:00:00,171.51,1764.0034158415842
1927-05-26 00:00:00,171.31,1765.63298019802
1927-05-30 00:00:00,,1761.5590693069307
1927-05-31 00:00:00,172.96,1784.9161584158417
1927-06-01 00:00:00,171.98,1840.0497524752475
1927-06-02 00:00:00,171.88,1838.9633762376238
1927-06-03 00:00:00,169.65,1879.7024851485148
1927-06-06 00:00:00,171.13,1871.8262574257428
1927-06-07 00:00:00,170.18,1827.0132376237623
1927-06-08 00:00:00,170.22,1874.5421980198018
1927-06-09 00:00:00,170.85,1916.0960891089107
1927-06-10 00:00:00,170.21,1926.4166633663367
1927-06-13 00:00:00,,1929.6757920792081
1927-06-14 00:00:00,167.63,1936.4656435643565
1927-06-15 00:00:00,168.78,1932.6633267326733
1927-06-16 00:00:00,170.26,1927.7746336633666
1927-06-17 00:00:00,170.15,1950.8601287128715
1927-06-20 00:00:00,169.5,1952.7612871287133
1927-06-21 00:00:00,169.87,1935.9224554455448
1927-06-22 00:00:00,169.5,1895.1833465346535
1927-06-23 00:00:00,167.82,1907.4050792079208
1927-06-24 00:00:00,168.04,1921.2563762376237
1927-06-27 00:00:00,165.73,1903.3311683168315
1927-06-28 00:00:00,166.4,1902.78798019802
1927-06-29 00:00:00,166.53,1897.0845049504949
1927-06-30 00:00:00,166.23,1900.6152277227725
1927-07-04 00:00:00,,1897.627693069307
1927-07-05 00:00:00,170.95,1869.9250990099008
1927-07-06 00:00:00,172.27,1864.4932178217825
1927-07-07 00:00:00,171.96,1843.5804752475246
1927-07-08 00:00:00,171.5,1902.5163861386138
1927-07-11 00:00:00,172.65,1908.2198613861387
1927-07-12 00:00:00,173.11,1922.8859405940595
1927-07-13 00:00:00,173.19,1941.8975247524754
1927-07-14 00:00:00,174.38,1949.5021584158417
1927-07-15 00:00:00,174.87,1923.9723168316832
1927-07-18 00:00:00,175.4,1928.317821782178
1927-07-19 00:00:00,177.02,1956.835198019802
1927-07-20 00:00:00,177.83,2004.9073465346532
1927-07-21 00:00:00,177.75,2012.5119801980197
1927-07-22 00:00:00,177.83,2026.0916831683166
1927-07-25 00:00:00,179.28,2032.3383465346533
1927-07-26 00:00:00,179.72,2051.3499306930694
1927-07-27 00:00:00,180.09,2058.4113762376237
